appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
65800;Dungeon Defenders;2011-10-18;1;Trendy Entertainment;Trendy Entertainment;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Action;Indie;RPG;Strategy";"Tower Defense;RPG;Co-op";114;10693;932;1993;1205;1000000-2000000;9.99;['Action', 'Indie', 'RPG', 'Strategy'];Strategy;0.9198279569892474;2011;7.597396320212795
282800;100% Orange Juice;2014-05-16;1;Orange_Juice;Fruitbat Factory;windows;0;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Indie;Strategy";"Anime;Board Game;Cute";152;10605;794;1678;1843;200000-500000;4.99;['Indie', 'Strategy'];Strategy;0.930344767084832;2014;7.425357887027151
373420;Divinity: Original Sin - Enhanced Edition;2015-10-27;1;Larian Studios;Larian Studios;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud";"Adventure;Indie;RPG;Strategy";"RPG;Turn-Based;Co-op";54;10601;1201;1559;1190;1000000-2000000;29.99;['Adventure', 'Indie', 'RPG', 'Strategy'];Strategy;0.8982375868496865;2015;7.351799869057777
206190;Gunpoint;2013-06-03;1;Suspicious Developments;Suspicious Developments;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor";"Action;Indie;Strategy";"Stealth;Puzzle;Indie";42;10384;271;212;242;500000-1000000;6.0;['Action', 'Indie', 'Strategy'];Strategy;0.9745659314875645;2013;5.356586274672012
582660;Black Desert Online;2017-05-24;1;Pearl Abyss;Kakao Games Europe B.V.;windows;0;"Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Massively Multiplayer;MMORPG;Open World";0;10337;5759;15507;3322;1000000-2000000;7.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];Strategy;0.6422092445328031;2017;9.64904681386415
4700;Total War: MEDIEVAL II – Definitive Edition;2006-11-15;1;"CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)";"SEGA;Feral Interactive (Mac);Feral Interactive (Linux)";"windows;mac;linux";0;"Single-player;Multi-player;Steam Trading Cards";Strategy;"Strategy;Medieval;Historical";0;10270;605;469;361;2000000-5000000;0.0;['Strategy'];Strategy;0.944367816091954;2006;6.150602768446279
289130;Endless Legend™;2014-09-18;1;AMPLITUDE Studios;SEGA;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud";"RPG;Strategy";"Strategy;Turn-Based;4X";139;10015;2107;1045;727;1000000-2000000;22.99;['RPG', 'Strategy'];Strategy;0.8261837980531266;2014;6.951772164398911
475550;Beholder;2016-11-09;1;Warm Lamp Games;Alawar Premium;"windows;mac;linux";3;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Indie;Strategy";"Indie;Strategy;Choices Matter";60;9947;1095;240;227;500000-1000000;6.99;['Adventure', 'Indie', 'Strategy'];Strategy;0.9008331823944937;2016;5.480638923341991
583950;Artifact;2018-11-28;1;Valve;Valve;"windows;mac;linux";0;"Single-player;Online Multi-Player;In-App Purchases;Steam Cloud";Strategy;"Card Game;Trading Card Game;Strategy";0;9937;10501;1797;1616;1000000-2000000;15.99;['Strategy'];Strategy;0.4862021724239162;2018;7.493873886783559
270550;Yet Another Zombie Defense;2014-03-28;1;Awesome Games Studio;Awesome Games Studio;windows;0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";"Action;Casual;Indie;Strategy";"Zombies;Survival;Multiplayer";18;9900;1529;192;223;2000000-5000000;0.0;['Action', 'Casual', 'Indie', 'Strategy'];Strategy;0.8662175168431184;2014;5.2574953720277815
39000;Moonbase Alpha;2010-07-06;1;"Virtual Heroes;Army Game Studio";NASA;windows;0;"Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Adventure;Simulation;Strategy";"Space;Simulation;Free to Play";0;9867;1166;54;46;1000000-2000000;0.0;['Adventure', 'Simulation', 'Strategy'];Strategy;0.8943170488534397;2010;3.9889840465642745
648350;Jurassic World Evolution;2018-06-11;1;Frontier Developments;Frontier Developments;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";"Building;Dinosaurs;Management";62;9824;4060;1201;1509;500000-1000000;34.99;['Simulation', 'Strategy'];Strategy;0.7075770671276289;2018;7.0909098220799835
237990;The Banner Saga;2014-01-14;1;Stoic;Versus Evil;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor";"Indie;RPG;Strategy";"RPG;Turn-Based;Strategy";39;9750;1131;164;188;500000-1000000;18.74;['Indie', 'RPG', 'Strategy'];Strategy;0.8960573476702509;2014;5.099866427824199
397900;Business Tour - Board Game with Online Multiplayer;2017-07-27;1;Creobit;8Floor;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Leaderboards";"Casual;Free to Play;Indie;Massively Multiplayer;Strategy";"Free to Play;Board Game;Strategy";19;9693;5411;584;279;1000000-2000000;0.0;['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'];Strategy;0.641750529661017;2017;6.369900982828227
368230;Kingdom: Classic;2015-10-21;1;"Noio;Licorice";Raw Fury;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Indie;Simulation;Strategy";"Strategy;Pixel Graphics;Survival";34;9673;1227;250;199;2000000-5000000;3.99;['Indie', 'Simulation', 'Strategy'];Strategy;0.8874311926605505;2015;5.521460917862246
65980;Sid Meier's Civilization®: Beyond Earth™;2014-10-23;1;"Firaxis Games;Aspyr (Mac);Aspyr (Linux)";"2K;Aspyr (Mac);Aspyr (Linux)";"windows;mac;linux";0;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";Strategy;"Strategy;Turn-Based Strategy;Sci-fi";90;9555;8224;932;1552;1000000-2000000;29.99;['Strategy'];Strategy;0.5374318015636425;2014;6.837332814685591
418240;Shadow Tactics: Blades of the Shogun;2016-12-06;1;Mimimi Productions;Daedalic Entertainment;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Indie;Strategy";"Stealth;Tactical;Ninja";44;9523;417;287;218;500000-1000000;34.99;['Indie', 'Strategy'];Strategy;0.9580482897384306;2016;5.659482215759621
233860;Kenshi;2018-12-06;1;Lo-Fi Games;Lo-Fi Games;windows;0;"Single-player;Steam Workshop;Includes level editor";"Action;Indie;RPG;Simulation;Strategy";"Open World;Sandbox;RPG";0;9512;1171;1756;2026;200000-500000;22.99;['Action', 'Indie', 'RPG', 'Simulation', 'Strategy'];Strategy;0.8903865955256014;2018;7.470793774195062
420290;Blackwake;2017-02-24;1;Mastfire Studios Pty Ltd;Mastfire Studios Pty Ltd;"windows;mac";0;"Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support";"Action;Casual;Indie;Strategy;Early Access";"Early Access;Pirates;Multiplayer";0;9352;1367;396;488;500000-1000000;14.99;['Action', 'Casual', 'Indie', 'Strategy', 'Early Access'];Strategy;0.8724694467767515;2017;5.981414211254481
266840;Age of Mythology: Extended Edition;2014-05-08;1;"SkyBox Labs;Ensemble Studios";Microsoft Studios;windows;0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor";"Simulation;Strategy";"Strategy;RTS;Mythology";70;9336;1577;668;859;1000000-2000000;22.99;['Simulation', 'Strategy'];Strategy;0.8554934481810684;2014;6.504288173536645
282900;"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1";2015-01-29;1;"IDEA FACTORY Co., Ltd.;COMPILE HEART Co., Ltd.;FELISTELLA Co., Ltd.";"Idea Factory International, Inc.;IDEA FACTORY Co., Ltd.";windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"RPG;Strategy";"Anime;JRPG;Female Protagonist";45;9138;476;613;819;200000-500000;19.49;['RPG', 'Strategy'];Strategy;0.9504888703973372;2015;6.418364935936212
493900;Dungeons 3;2017-10-13;1;Realmforge Studios;Kalypso Media Digital;"windows;mac;linux";16;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";"Strategy;Simulation;RTS";60;8974;528;559;670;200000-500000;29.99;['Simulation', 'Strategy'];Strategy;0.9444327509997895;2017;6.326149473155099
294860;Valkyria Chronicles™;2014-11-11;1;SEGA;SEGA;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG;Strategy";"Anime;Strategy;Turn-Based";20;8862;838;892;1068;500000-1000000;14.99;['Action', 'RPG', 'Strategy'];Strategy;0.9136082474226804;2014;6.79346613258001
57690;Tropico 4;2011-09-01;1;Haemimont Games;Kalypso Media Digital;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards";"Simulation;Strategy";"City Builder;Simulation;Strategy";70;8740;827;518;268;2000000-5000000;12.49;['Simulation', 'Strategy'];Strategy;0.9135570189192014;2011;6.249975242259483
234650;Shadowrun Returns;2013-07-25;1;Harebrained Schemes;Paradox Interactive;"windows;mac;linux";0;"Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Adventure;Indie;RPG;Strategy";"RPG;Cyberpunk;Turn-Based";0;8676;1132;278;240;1000000-2000000;10.99;['Adventure', 'Indie', 'RPG', 'Strategy'];Strategy;0.884584013050571;2013;5.627621113690637
204880;Sins of a Solar Empire: Rebellion®;2012-06-12;1;"Ironclad Games;Stardock Entertainment";Stardock Entertainment;windows;0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor";"Indie;Strategy";"Strategy;Space;RTS";68;8642;712;507;393;2000000-5000000;30.99;['Indie', 'Strategy'];Strategy;0.9238828308744922;2012;6.2285110035911835
34030;Total War: NAPOLEON – Definitive Edition;2010-02-25;1;"CREATIVE ASSEMBLY;Feral Interactive (Mac)";"SEGA;Feral Interactive (Mac)";"windows;mac";0;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats";Strategy;"Strategy;Historical;Grand Strategy";71;8540;907;1251;1534;2000000-5000000;0.0;['Strategy'];Strategy;0.9039906848735049;2010;7.1316985104669115
4920;Natural Selection 2;2012-10-30;1;Unknown Worlds Entertainment;Unknown Worlds Entertainment;"windows;linux";0;"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor";"Action;Indie;Strategy";"Multiplayer;Strategy;FPS";67;8372;1498;627;253;1000000-2000000;6.99;['Action', 'Indie', 'Strategy'];Strategy;0.8482269503546099;2012;6.440946540632921
8500;EVE Online;2010-12-15;1;CCP;CCP;"windows;mac";0;"Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards";"Action;Free to Play;Massively Multiplayer;RPG;Strategy";"Space;Massively Multiplayer;Sci-fi";0;8317;2832;5123;230;1000000-2000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Strategy;0.7459861871019823;2010;8.541495483939203
637090;BATTLETECH;2018-04-24;1;Harebrained Schemes;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud";"Action;Adventure;Strategy";"Strategy;Mechs;Turn-Based";128;8238;2953;1641;1653;500000-1000000;34.99;['Action', 'Adventure', 'Strategy'];Strategy;0.7361272451076758;2018;7.403061091090091
392110;Endless Space® 2;2017-05-18;1;AMPLITUDE Studios;SEGA;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";Strategy;"Strategy;Space;Sci-fi";106;8161;1986;1278;1588;500000-1000000;34.99;['Strategy'];Strategy;0.8042771262442101;2017;7.15305163493748
601510;Yu-Gi-Oh! Duel Links;2017-11-16;1;Konami Digital Entertainment;Konami Digital Entertainment;windows;0;"Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases";"Free to Play;Strategy";"Free to Play;Card Game;Anime";20;7969;2563;864;1115;1000000-2000000;0.0;['Free to Play', 'Strategy'];Strategy;0.7566464109380935;2017;6.761572768804055
251060;Wargame: Red Dragon;2014-04-17;1;Eugen Systems;Focus Home Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Steam Trading Cards;Steam Cloud";Strategy;"Strategy;RTS;Military";0;7949;1137;1702;2288;500000-1000000;24.99;['Strategy'];Strategy;0.8748624257098834;2014;7.43955930913332
245620;Tropico 5;2014-05-23;1;Haemimont Games;Kalypso Media Digital;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"RPG;Simulation;Strategy";"Strategy;Simulation;City Builder";70;7878;2482;292;364;1000000-2000000;14.99;['RPG', 'Simulation', 'Strategy'];Strategy;0.7604247104247104;2014;5.676753802268282
4760;Rome: Total War™ - Collection;2007-08-28;1;CREATIVE ASSEMBLY;SEGA;windows;0;"Single-player;Multi-player;Steam Trading Cards";Strategy;"Strategy;Historical;Rome";0;7806;562;897;1192;1000000-2000000;8.99;['Strategy'];Strategy;0.9328393881453155;2007;6.799055862058796
206500;AirMech Strike;2018-03-30;1;Carbon Games;Carbon Games;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats;Steam Leaderboards";"Action;Free to Play;Indie;Strategy";"Free to Play;Strategy;Multiplayer";91;7640;1440;441;172;1000000-2000000;0.0;['Action', 'Free to Play', 'Indie', 'Strategy'];Strategy;0.8414096916299559;2018;6.089044875446846
287980;Mini Metro;2015-11-06;1;Dinosaur Polo Club;Dinosaur Polo Club;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Indie;Simulation;Strategy";"Strategy;Simulation;Indie";45;7464;288;212;256;500000-1000000;6.99;['Indie', 'Simulation', 'Strategy'];Strategy;0.9628482972136223;2015;5.356586274672012
249050;Dungeon of the Endless™;2014-10-27;1;AMPLITUDE Studios;SEGA;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Adventure;Indie;RPG;Strategy";"Rogue-like;Strategy;Tower Defense";33;7423;1046;648;295;500000-1000000;8.99;['Adventure', 'Indie', 'RPG', 'Strategy'];Strategy;0.8764907309009328;2014;6.473890696352274
286940;S.K.I.L.L. - Special Force 2 (Shooter);2015-05-19;1;Dragonfly GF Co., LTD;Gameforge 4D GmbH;windows;0;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases";"Action;Adventure;Free to Play;Sports;Strategy";"Free to Play;Action;Shooter";0;7344;3553;934;297;2000000-5000000;0.0;['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy'];Strategy;0.6739469578783152;2015;6.839476438228843
113020;Monaco: What's Yours Is Mine;2013-04-24;1;Pocketwatch Games;Pocketwatch Games;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor";"Action;Adventure;Casual;Indie;Strategy";"Co-op;Stealth;Indie";13;7237;749;183;135;2000000-5000000;10.99;['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Strategy;0.9062108690207864;2013;5.209486152841421
290340;Armello;2015-09-01;1;League of Geeks;League of Geeks;"windows;mac;linux";0;"Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled";"Adventure;Indie;RPG;Strategy";"Board Game;Turn-Based Strategy;Strategy";50;7208;1816;1145;1606;500000-1000000;14.99;['Adventure', 'Indie', 'RPG', 'Strategy'];Strategy;0.7987588652482269;2015;7.0431599159883405
248390;Craft The World;2014-11-24;1;Dekovir Entertainment;Black Maple Games;"windows;mac";0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Indie;RPG;Simulation;Strategy";"Sandbox;Crafting;Survival";75;6946;984;1891;3010;200000-500000;13.99;['Indie', 'RPG', 'Simulation', 'Strategy'];Strategy;0.8759142496847415;2014;7.544861068658458
285190;Warhammer 40,000: Dawn of War III;2017-04-27;1;"Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)";"SEGA;Feral Interactive (Mac);Feral Interactive (Linux)";"windows;mac;linux";0;"Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor";"Violent;Gore;Action;Simulation;Strategy";"Warhammer 40K;Strategy;RTS";84;6793;8336;704;817;500000-1000000;29.99;['Violent', 'Gore', 'Action', 'Simulation', 'Strategy'];Strategy;0.44900522175953467;2017;6.556778356158042
218680;Scribblenauts Unlimited;2013-02-15;1;5th Cell Media;Warner Bros. Interactive Entertainment;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Adventure;Casual;Strategy";"Puzzle;Casual;Adventure";25;6661;588;630;390;1000000-2000000;14.99;['Adventure', 'Casual', 'Strategy'];Strategy;0.9188853634984135;2013;6.4457198193855785
