appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
516410;Football Blitz;2017-01-04;1;Applava;Applava;"windows;mac";0;"Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Casual;Indie;Sports";"Casual;Action;Indie";10;21;8;194;194;0-20000;2.09;['Action', 'Casual', 'Indie', 'Sports'];Sports;0.7241379310344828;2017;5.267858159063328
806470;Archery Blast;2018-04-13;1;RewindApp;RewindApp;windows;0;Single-player;"Casual;Indie;Sports";"Indie;Casual;Sports";0;18;14;392;392;0-20000;0.79;['Casual', 'Indie', 'Sports'];Sports;0.5625;2018;5.971261839790462
610780;Crazy Buggy Racing;2017-04-12;1;VGstudio;VGstudio;windows;0;"Single-player;Steam Trading Cards";"Action;Racing;Simulation;Sports";"Racing;Action;Sports";0;17;49;249;272;50000-100000;3.99;['Action', 'Racing', 'Simulation', 'Sports'];Sports;0.25757575757575757;2017;5.517452896464707
209390;Dungeonbowl - Knockout Edition;2012-07-02;1;Cyanide Studio;Bigben Interactive;windows;0;"Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards";"Sports;Strategy";"Strategy;Sports;Fantasy";32;15;52;487;487;20000-50000;9.99;['Sports', 'Strategy'];Sports;0.22388059701492538;2012;6.18826412308259
845760;Primitive Race;2018-05-06;1;Primitive Studio;Primitive Studio;windows;0;Single-player;"Indie;Racing;Simulation;Sports";"Indie;Racing;Sports";0;14;9;3;3;0-20000;0.79;['Indie', 'Racing', 'Simulation', 'Sports'];Sports;0.6086956521739131;2018;1.0986122886681098
507030;Bicyclism EP;2016-11-14;1;Acid Cat;Acid Cat;"windows;mac;linux";0;"Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats";"Action;Indie;Racing;Simulation;Sports";"Racing;Sports;Action";13;13;6;11;11;0-20000;5.79;['Action', 'Indie', 'Racing', 'Simulation', 'Sports'];Sports;0.6842105263157895;2016;2.3978952727983707
400380;Tactical Soccer The New Season;2015-11-20;1;EGCL;KISS ltd;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards";"Indie;Simulation;Sports;Strategy";"Sports;Strategy;Indie";24;11;15;299;339;20000-50000;6.99;['Indie', 'Simulation', 'Sports', 'Strategy'];Sports;0.4230769230769231;2015;5.700443573390687
839890;Kama Bullet Heritage 2;2018-04-18;1;Narko Games;Narko Games;windows;0;Single-player;"Violent;Action;Adventure;Indie;RPG;Simulation;Sports";"Violent;Action;Adventure";0;11;29;4;4;0-20000;5.19;['Violent', 'Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Sports'];Sports;0.275;2018;1.3862943611198906
780120;Car Crash Couch Party;2018-01-31;1;Fogbound;Fogbound;windows;0;"Local Multi-Player;Shared/Split Screen;Full controller support";"Casual;Free to Play;Indie;Racing;Sports";"Free to Play;Racing;Indie";0;9;15;37;37;20000-50000;0.0;['Casual', 'Free to Play', 'Indie', 'Racing', 'Sports'];Sports;0.375;2018;3.6109179126442243
775690;Platform Golf;2018-01-02;1;Patrick Hofmann;Bytecrunch;"windows;linux";0;"Single-player;Steam Achievements;Steam Leaderboards";"Action;Casual;Indie;Sports";"Action;Sports;Indie";20;7;0;17;17;0-20000;0.79;['Action', 'Casual', 'Indie', 'Sports'];Sports;1.0;2018;2.833213344056216
4000;Garry's Mod;2006-11-29;1;Facepunch Studios;Valve;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor";"Indie;Simulation";"Sandbox;Multiplayer;Funny";29;363721;16433;12422;1875;10000000-20000000;6.99;['Indie', 'Simulation'];Simulation;0.956772781556948;2006;9.427224373119248
227300;Euro Truck Simulator 2;2012-10-12;1;SCS Software;SCS Software;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor";"Indie;Simulation";"Simulation;Driving;Open World";67;176769;5825;4942;1413;5000000-10000000;14.99;['Indie', 'Simulation'];Simulation;0.9680986231749127;2012;8.505525386548555
413150;Stardew Valley;2016-02-26;1;ConcernedApe;ConcernedApe;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Indie;RPG;Simulation";"RPG;Simulation;Pixel Graphics";40;118217;3761;2868;1728;2000000-5000000;10.99;['Indie', 'RPG', 'Simulation'];Simulation;0.9691665710210038;2016;7.961370201719511
242760;The Forest;2018-04-30;1;Endnight Games Ltd;Endnight Games Ltd;windows;18;"Single-player;Multi-player;Co-op;Partial Controller Support;Steam Cloud";"Action;Adventure;Indie;Simulation";"Survival;Open World;Horror";45;110460;8881;2417;1127;2000000-5000000;15.49;['Action', 'Adventure', 'Indie', 'Simulation'];Simulation;0.925582993271382;2018;7.790282380703483
322330;Don't Starve Together;2016-04-21;1;Klei Entertainment;Klei Entertainment;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Full controller support;Steam Trading Cards;Steam Workshop";"Adventure;Indie;Simulation";"Survival;Multiplayer;Co-op";0;108601;4206;1070;404;5000000-10000000;10.99;['Adventure', 'Indie', 'Simulation'];Simulation;0.9627150797379596;2016;6.975413927455952
107410;Arma 3;2013-09-12;1;Bohemia Interactive;Bohemia Interactive;windows;0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor";"Action;Simulation;Strategy";"Simulation;Military;Multiplayer";104;105034;12524;18823;3621;2000000-5000000;29.99;['Action', 'Simulation', 'Strategy'];Simulation;0.8934653532724273;2013;9.842834805324179
236390;War Thunder;2013-08-15;1;Gaijin Entertainment;Gaijin Entertainment;"windows;mac;linux";0;"Single-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Partial Controller Support";"Action;Free to Play;Massively Multiplayer;Simulation";"Free to Play;World War II;Multiplayer";46;83852;22166;4200;297;10000000-20000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation'];Simulation;0.7909222962138505;2013;8.34283980427146
301520;Robocraft;2017-08-24;1;Freejam;Freejam;"windows;mac;linux";0;"Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases";"Action;Free to Play;Indie;Massively Multiplayer;RPG;Simulation";"Free to Play;Robots;Building";43;80360;30987;1369;211;10000000-20000000;0.0;['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];Simulation;0.7217078143102194;2017;7.221835825288449
255710;Cities: Skylines;2015-03-10;1;Colossal Order Ltd.;Paradox Interactive;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor";"Simulation;Strategy";"City Builder;Simulation;Building";97;67553;6005;3225;444;5000000-10000000;22.99;['Simulation', 'Strategy'];Simulation;0.9183637401778189;2015;8.078688229229872
251570;7 Days to Die;2013-12-13;1;The Fun Pimps;The Fun Pimps Entertainment LLC;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor";"Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access";"Early Access;Survival;Zombies";43;60718;16905;2953;574;2000000-5000000;18.99;['Nudity', 'Violent', 'Gore', 'Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access'];Simulation;0.7822166110560015;2013;7.990576881743923
244850;Space Engineers;2019-02-28;1;Keen Software House;Keen Software House;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor";"Action;Indie;Simulation;Strategy";"Space;Sandbox;Building";27;60221;9609;3739;1147;2000000-5000000;15.49;['Action', 'Indie', 'Simulation', 'Strategy'];Simulation;0.862394386366891;2019;8.226573474977114
220200;Kerbal Space Program;2015-04-27;1;Squad;Private Division ;"windows;mac;linux";0;"Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud";"Indie;Simulation";"Space;Simulation;Sandbox";0;49328;5168;9223;351;2000000-5000000;29.99;['Indie', 'Simulation'];Simulation;0.9051673517322373;2015;9.129455643235719
427520;Factorio;2016-02-25;1;Wube Software LTD.;Wube Software LTD.;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Includes level editor";"Casual;Indie;Simulation;Strategy;Early Access";"Early Access;Base-Building;Resource Management";38;47918;723;10087;6880;1000000-2000000;21.0;['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access'];Simulation;0.9851359963816534;2016;9.219002745054835
282070;This War of Mine;2014-11-14;1;11 bit studios;11 bit studios;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud";"Adventure;Indie;Simulation";"Survival;War;Atmospheric";42;47258;2571;512;347;2000000-5000000;14.99;['Adventure', 'Indie', 'Simulation'];Simulation;0.9484035401071665;2014;6.238324625039508
265930;Goat Simulator;2014-04-01;1;Coffee Stain Studios;Coffee Stain Publishing;"windows;mac;linux";0;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor";"Casual;Indie;Simulation";"Simulation;Funny;Comedy";127;45892;5779;309;149;2000000-5000000;7.19;['Casual', 'Indie', 'Simulation'];Simulation;0.8881577674130556;2014;5.733341276897746
305620;The Long Dark;2017-08-01;1;Hinterland Studio Inc.;Hinterland Studio Inc.;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Indie;Simulation;Strategy";"Survival;Open World;Exploration";40;45856;4298;760;227;1000000-2000000;23.79;['Adventure', 'Indie', 'Simulation', 'Strategy'];Simulation;0.914303943852933;2017;6.633318433280377
212680;FTL: Faster Than Light;2012-09-14;1;Subset Games;Subset Games;"windows;mac;linux";0;"Single-player;Steam Trading Cards";"Indie;Simulation;Strategy";"Rogue-like;Space;Indie";0;42641;1629;1111;633;2000000-5000000;6.99;['Indie', 'Simulation', 'Strategy'];Simulation;0.963203072057827;2012;7.01301578963963
363970;Clicker Heroes;2015-05-13;1;Playsaurus;Playsaurus;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats";"Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy";"Clicker;Free to Play;Casual";111;42530;4734;9742;463;5000000-10000000;0.0;['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy'];Simulation;0.8998392010832769;2015;9.184201714366488
236850;Europa Universalis IV;2013-08-13;1;Paradox Development Studio;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Simulation;Strategy";"Grand Strategy;Strategy;Historical";295;40346;8254;8138;4572;1000000-2000000;34.99;['Simulation', 'Strategy'];Simulation;0.830164609053498;2013;9.004299728561636
294100;RimWorld;2018-10-17;1;Ludeon Studios;Ludeon Studios;"windows;mac;linux";0;"Single-player;Steam Workshop;Steam Cloud";"Indie;Simulation;Strategy";"Base-Building;Survival;Strategy";0;38556;857;5017;2106;1000000-2000000;27.79;['Indie', 'Simulation', 'Strategy'];Simulation;0.97825590541192;2018;8.520587424484253
281990;Stellaris;2016-05-09;1;Paradox Development Studio;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Simulation;Strategy";"Space;Strategy;Grand Strategy";95;35327;10036;2729;1563;2000000-5000000;34.99;['Simulation', 'Strategy'];Simulation;0.7787624275290435;2016;7.911690520708339
394360;Hearts of Iron IV;2016-06-06;1;Paradox Development Studio;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Simulation;Strategy";"Strategy;World War II;Grand Strategy";92;34711;5251;9413;4181;1000000-2000000;34.99;['Simulation', 'Strategy'];Simulation;0.8686001701616536;2016;9.14984699154722
233450;Prison Architect;2015-10-06;1;Introversion Software;Paradox Interactive;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Indie;Simulation;Strategy";"Simulation;Building;Management";18;31687;2286;1472;717;2000000-5000000;23.79;['Indie', 'Simulation', 'Strategy'];Simulation;0.9327112707149795;2015;7.294377299288821
203770;Crusader Kings II;2012-02-14;1;Paradox Development Studio;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Steam Trading Cards";"RPG;Simulation;Strategy";"Grand Strategy;Strategy;Medieval";161;31668;4187;1366;272;2000000-5000000;29.99;['RPG', 'Simulation', 'Strategy'];Simulation;0.8832240970575931;2012;7.2196420401307355
239820;Game Dev Tycoon;2013-08-29;1;Greenheart Games;Greenheart Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Casual;Indie;Simulation;Strategy";"Simulation;Management;Indie";35;27373;1436;807;492;1000000-2000000;6.99;['Casual', 'Indie', 'Simulation', 'Strategy'];Simulation;0.9501544656183831;2013;6.693323668269949
35450;Red Orchestra 2: Heroes of Stalingrad with Rising Storm;2011-09-13;1;Tripwire Interactive;Tripwire Interactive;windows;0;"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor";"Action;Massively Multiplayer;Simulation";"Realistic;World War II;FPS";140;26922;2274;771;269;2000000-5000000;14.99;['Action', 'Massively Multiplayer', 'Simulation'];Simulation;0.9221126181668722;2011;6.647688373563329
359320;Elite Dangerous;2015-04-02;1;Frontier Developments;Frontier Developments;windows;0;"Single-player;Multi-player;MMO;Co-op;VR Support;Partial Controller Support";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Space Sim;Space;Open World";0;26143;11006;4545;2579;1000000-2000000;19.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];Simulation;0.7037336132870333;2015;8.421783006611578
417860;Emily is Away;2015-11-20;1;Kyle Seeley;Kyle Seeley;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Casual;Free to Play;Indie;Simulation";"Free to Play;Story Rich;Singleplayer";20;25981;3340;121;48;1000000-2000000;0.0;['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation'];Simulation;0.8860884690153815;2015;4.795790545596741
346010;Besiege;2015-01-28;1;Spiderling Studios;Spiderling Studios;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Includes level editor";"Indie;Simulation;Early Access";"Early Access;Building;Sandbox";26;25880;1364;644;310;2000000-5000000;6.99;['Indie', 'Simulation', 'Early Access'];Simulation;0.949933930406695;2015;6.467698726104354
438100;VRChat;2017-02-01;1;VRChat Inc.;VRChat Inc.;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support";"Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access";"Early Access;Free to Play;Memes";0;25818;3323;1351;52;2000000-5000000;0.0;['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access'];Simulation;0.8859682234652209;2017;7.208600337960199
270880;American Truck Simulator;2016-02-02;1;SCS Software;SCS Software;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor";"Indie;Simulation";"Simulation;Driving;Open World";43;25316;2096;2086;1694;1000000-2000000;14.99;['Indie', 'Simulation'];Simulation;0.9235371370202831;2016;7.643003635560718
242920;Banished;2014-02-18;1;Shining Rock Software LLC;Shining Rock Software LLC;windows;0;"Single-player;Steam Achievements";"Indie;Simulation;Strategy";"City Builder;Strategy;Simulation";36;24653;2820;1209;825;1000000-2000000;14.99;['Indie', 'Simulation', 'Strategy'];Simulation;0.8973537655152332;2014;7.097548850614793
433340;Slime Rancher;2017-08-01;1;Monomi Park;Monomi Park;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;Simulation";"Cute;Exploration;Adventure";57;24205;965;1314;827;1000000-2000000;14.99;['Action', 'Adventure', 'Indie', 'Simulation'];Simulation;0.9616607071911005;2017;7.1808311990445555
323190;Frostpunk;2018-04-24;1;11 bit studios;11 bit studios;windows;16;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";"City Builder;Survival;Strategy";75;22952;3202;1084;618;1000000-2000000;24.99;['Simulation', 'Strategy'];Simulation;0.8775713084040682;2018;6.988413181999592
493340;Planet Coaster;2016-11-17;1;Frontier Developments;Frontier Developments;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Simulation;Strategy";"Simulation;Building;Management";32;22004;2828;1069;482;1000000-2000000;29.99;['Simulation', 'Strategy'];Simulation;0.8861146907216495;2016;6.974478911025045
440900;Conan Exiles;2018-05-08;1;Funcom;Funcom;windows;18;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Survival;Open World;Crafting";25;22001;9594;4431;5167;500000-1000000;33.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];Simulation;0.6963443582845387;2018;8.39638057119949
588430;Fallout Shelter;2017-03-29;1;Bethesda Game Studios;Bethesda Softworks;windows;0;"Single-player;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Stats";"Free to Play;RPG;Simulation";"Free to Play;Survival;Base-Building";35;21481;3569;1116;93;2000000-5000000;0.0;['Free to Play', 'RPG', 'Simulation'];Simulation;0.8575249500998005;2017;7.017506142941256
246620;Plague Inc: Evolved;2016-02-18;1;Ndemic Creations;Ndemic Creations;"windows;mac;linux";0;"Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor";"Casual;Indie;Simulation;Strategy";"Strategy;Simulation;Indie";199;20081;1419;585;480;1000000-2000000;11.99;['Casual', 'Indie', 'Simulation', 'Strategy'];Simulation;0.934;2016;6.371611847231857
280790;Creativerse;2017-05-08;1;Playful Corp.;Playful Corp.;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;In-App Purchases";"Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation";"Free to Play;Survival;Multiplayer";0;19114;4911;3292;138;2000000-5000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];Simulation;0.7955879292403746;2017;8.09925056179696
339800;HuniePop;2015-01-19;1;HuniePot;HuniePot;"windows;mac;linux";18;"Single-player;Steam Achievements;Steam Trading Cards";"Indie;RPG;Simulation;Strategy";"Nudity;Mature;Anime";20;17761;711;2741;780;500000-1000000;6.99;['Indie', 'RPG', 'Simulation', 'Strategy'];Simulation;0.9615093113902122;2015;7.916078096302786
33930;Arma 2: Operation Arrowhead;2010-06-29;1;Bohemia Interactive;Bohemia Interactive;windows;18;"Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor";"Action;Simulation;Strategy";"Simulation;Action;Military";0;17683;1519;8488;1120;2000000-5000000;11.99;['Action', 'Simulation', 'Strategy'];Simulation;0.9208936569107384;2010;9.046408680293819
310560;DiRT Rally;2015-12-07;1;"Codemasters Racing Studio;Feral Interactive (Linux);Feral Interactive (Mac)";"Codemasters;Feral Interactive (Linux);Feral Interactive (Mac)";"windows;mac;linux";0;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Racing;Simulation;Sports";"Racing;Simulation;Driving";170;17632;2496;488;251;1000000-2000000;24.99;['Racing', 'Simulation', 'Sports'];Simulation;0.875993640699523;2015;6.1903154058531475
108600;Project Zomboid;2013-11-08;1;The Indie Stone;The Indie Stone;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support";"Indie;RPG;Simulation;Early Access";"Early Access;Survival;Zombies";0;17273;2606;658;701;500000-1000000;9.99;['Indie', 'RPG', 'Simulation', 'Early Access'];Simulation;0.8689068866643191;2013;6.489204931325317
299740;Miscreated;2018-12-18;1;Entrada Interactive LLC;Entrada Interactive LLC;windows;0;"Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled";"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy";"Survival;Open World;Multiplayer";29;17255;7903;619;675;500000-1000000;19.49;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];Simulation;0.6858653311074012;2018;6.428105272684596
418460;Rising Storm 2: Vietnam;2017-05-30;1;"Antimatter Games;Tripwire Interactive";Tripwire Interactive;windows;0;"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Stats;Includes level editor";"Action;Massively Multiplayer;Simulation;Strategy";"FPS;War;Multiplayer";132;17201;4777;1945;1773;500000-1000000;18.99;['Action', 'Massively Multiplayer', 'Simulation', 'Strategy'];Simulation;0.7826462826462827;2017;7.573017256052546
263280;Spintires®: The Original Game;2014-06-12;1;Oovee® Game Studios;Oovee® Game Studios;windows;0;"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor";"Adventure;Casual;Indie;Racing;Simulation";"Simulation;Offroad;Physics";56;17042;2965;1922;2270;1000000-2000000;9.99;['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation'];Simulation;0.851801869345729;2014;7.561121589530238
457140;Oxygen Not Included;2017-05-18;1;Klei Entertainment;Klei Entertainment;"windows;mac;linux";0;Single-player;"Indie;Simulation;Early Access";"Early Access;Base-Building;Survival";2;16797;1205;2115;1072;500000-1000000;18.99;['Indie', 'Simulation', 'Early Access'];Simulation;0.9330629930007777;2017;7.656810091480378
319510;Five Nights at Freddy's;2014-08-19;1;Scott Cawthon;Scott Cawthon;windows;0;Single-player;"Indie;Simulation";"Horror;Singleplayer;Survival Horror";0;15784;2179;474;615;500000-1000000;3.99;['Indie', 'Simulation'];Simulation;0.8786950954740299;2014;6.161207321695077
518790;theHunter: Call of the Wild™;2017-02-16;1;Expansive Worlds;Avalanche Studios;windows;0;"Single-player;Multi-player;Steam Achievements;Steam Cloud";"Adventure;Simulation;Sports";"Hunting;Open World;Multiplayer";133;15716;4308;1409;867;500000-1000000;19.99;['Adventure', 'Simulation', 'Sports'];Simulation;0.7848581701957651;2017;7.25063551189868
384190;ABZU;2016-08-02;1;Giant Squid;505 Games;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;Casual;Indie;Simulation";"Relaxing;Atmospheric;Exploration";12;15634;1233;116;83;500000-1000000;14.99;['Action', 'Adventure', 'Casual', 'Indie', 'Simulation'];Simulation;0.9268986778917413;2016;4.7535901911063645
393420;Hurtworld;2015-12-03;1;Bankroll Studios;Bankroll Studios;"windows;mac";0;"Multi-player;Co-op;Cross-Platform Multiplayer";"Action;Adventure;Simulation;Early Access";"Early Access;Survival;Open World";0;15574;5362;5439;7099;500000-1000000;19.49;['Action', 'Adventure', 'Simulation', 'Early Access'];Simulation;0.7438861291555215;2015;8.60135049942296
244210;Assetto Corsa;2014-12-19;1;Kunos Simulazioni;Kunos Simulazioni;windows;0;"Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Includes level editor";"Indie;Racing;Simulation;Sports";"Racing;Simulation;Driving";709;15277;2337;3107;5267;500000-1000000;15.49;['Indie', 'Racing', 'Simulation', 'Sports'];Simulation;0.8673214488475076;2014;8.041412909393047
387990;Scrap Mechanic;2016-01-19;1;Axolot Games;Axolot Games;windows;0;"Single-player;Multi-player;Co-op;Steam Workshop;Steam Cloud";"Action;Adventure;Indie;Simulation;Early Access";"Early Access;Building;Multiplayer";0;15197;2777;2355;775;500000-1000000;14.99;['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'];Simulation;0.8454990541893846;2016;7.764296006450518
284160;BeamNG.drive;2015-05-29;1;BeamNG;BeamNG;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor";"Racing;Simulation;Early Access";"Early Access;Simulation;Driving";7;15168;1536;2038;1990;500000-1000000;18.99;['Racing', 'Simulation', 'Early Access'];Simulation;0.9080459770114943;2015;7.61972421378267
17390;SPORE™;2008-12-19;1;Maxis™;Electronic Arts;windows;0;Single-player;Simulation;"Simulation;Sandbox;Open World";0;15101;2014;1142;764;2000000-5000000;14.99;['Simulation'];Simulation;0.8823254455156295;2008;7.040536390215956
105450;Age of Empires® III: Complete Collection;2012-01-05;1;Ensemble Studios;Microsoft Studios;windows;0;"Single-player;Multi-player;Steam Trading Cards";"Simulation;Strategy";"Strategy;RTS;Base-Building";0;13759;1801;902;211;2000000-5000000;29.99;['Simulation', 'Strategy'];Simulation;0.884254498714653;2012;6.804614520062624
365450;Hacknet;2015-08-12;1;Team Fractal Alligator;Fellow Traveller;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Includes level editor";"Indie;Simulation";"Hacking;Simulation;Indie";11;13355;1052;278;271;2000000-5000000;7.19;['Indie', 'Simulation'];Simulation;0.9269799403067953;2015;5.627621113690637
286160;Tabletop Simulator;2015-06-05;1;Berserk Games;Berserk Games;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Casual;Indie;RPG;Simulation;Strategy";"Board Game;Simulation;Multiplayer";27;13243;777;729;452;1000000-2000000;14.99;['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];Simulation;0.9445791726105564;2015;6.591673732008658
209080;Guns of Icarus Online;2012-10-29;1;Muse Games;Muse Games;"windows;mac;linux";0;"Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats";"Action;Adventure;Indie;Simulation";"Steampunk;Team-Based;Multiplayer";849;12932;1276;275;295;2000000-5000000;3.99;['Action', 'Adventure', 'Indie', 'Simulation'];Simulation;0.9101914414414415;2012;5.616771097666572
